order_id,courier_partner,forward_shipping_cost,rto_shipping_cost,delivery_attempts
BB510420,SwiftLogix,67.0,0.0,1
BB510421,SwiftLogix,61.0,0.0,1
BB510422,BharatShip,98.0,0.0,1
BB510423,BharatShip,64.0,0.0,1
BB510424,BharatShip,112.0,0.0,1
BB510425,ZipEx,67.0,0.0,1
BB510426,BharatShip,51.0,0.0,1
BB510427,BharatShip,107.0,0.0,1
BB510428,BharatShip,65.0,101.0,3
BB510429,BharatShip,94.0,0.0,2
BB510430,ZipEx,66.0,0.0,2
BB510431,SwiftLogix,91.0,0.0,1
BB510432,SwiftLogix,69.0,0.0,1
BB510433,SwiftLogix,56.0,0.0,1
BB510434,ZipEx,78.0,0.0,2
BB510435,SwiftLogix,70.0,0.0,1
BB510436,BharatShip,55.0,0.0,1
BB510437,SwiftLogix,70.0,0.0,1
BB510438,BharatShip,58.0,0.0,1
BB510439,ZipEx,126.0,195.0,3
BB510440,ZipEx,70.0,0.0,1
BB510441,SwiftLogix,57.0,0.0,1
BB510442,BharatShip,85.0,0.0,1
BB510443,ZipEx,79.0,0.0,1
BB510444,ZipEx,74.0,0.0,1
BB510445,BharatShip,137.0,0.0,1
BB510446,BharatShip,115.0,178.0,2
BB510447,ZipEx,55.0,0.0,1
BB510448,BharatShip,88.0,0.0,1
BB510449,ZipEx,57.0,88.0,3
BB510450,SwiftLogix,104.0,0.0,2
BB510451,SwiftLogix,89.0,138.0,3
BB510452,BharatShip,119.0,0.0,1
BB510453,SwiftLogix,66.0,0.0,1
BB510454,SwiftLogix,56.0,0.0,1
BB510455,BharatShip,74.0,0.0,1
BB510456,BharatShip,133.0,0.0,2
BB510457,BharatShip,64.0,0.0,2
BB510458,SwiftLogix,74.0,0.0,1
BB510459,BharatShip,127.0,197.0,2
BB510460,BharatShip,92.0,0.0,1
BB510461,SwiftLogix,70.0,0.0,1
BB510462,SwiftLogix,115.0,0.0,1
BB510463,BharatShip,79.0,0.0,1
BB510464,SwiftLogix,127.0,0.0,1
BB510465,SwiftLogix,66.0,0.0,1
BB510466,BharatShip,87.0,0.0,1
BB510467,ZipEx,65.0,0.0,1
BB510468,BharatShip,69.0,0.0,1
BB510469,SwiftLogix,52.0,0.0,1
BB510470,BharatShip,89.0,0.0,1
BB510471,SwiftLogix,70.0,0.0,1
BB510472,ZipEx,84.0,0.0,1
BB510473,BharatShip,135.0,0.0,2
BB510474,BharatShip,60.0,0.0,1
BB510475,SwiftLogix,103.0,0.0,1
BB510476,SwiftLogix,70.0,0.0,1
BB510477,BharatShip,133.0,0.0,1
BB510478,BharatShip,75.0,0.0,1
BB510479,SwiftLogix,55.0,0.0,1
BB510480,ZipEx,86.0,0.0,2
BB510481,ZipEx,70.0,0.0,1
BB510482,ZipEx,64.0,0.0,1
BB510483,SwiftLogix,95.0,0.0,1
BB510484,ZipEx,0.0,0.0,0
BB510485,BharatShip,126.0,195.0,2
BB510486,BharatShip,71.0,0.0,1
BB510487,ZipEx,84.0,0.0,1
BB510488,SwiftLogix,62.0,0.0,1
BB510489,SwiftLogix,118.0,0.0,1
BB510490,ZipEx,64.0,0.0,1
BB510491,BharatShip,70.0,0.0,1
BB510492,SwiftLogix,70.0,0.0,1
BB510493,SwiftLogix,76.0,0.0,1
BB510494,ZipEx,49.0,0.0,1
BB510495,SwiftLogix,70.0,0.0,1
BB510496,ZipEx,59.0,0.0,1
BB510497,SwiftLogix,70.0,0.0,2
BB510498,BharatShip,95.0,0.0,1
BB510499,SwiftLogix,67.0,0.0,1
BB510500,BharatShip,69.0,0.0,1
BB510501,SwiftLogix,89.0,0.0,2
BB510502,BharatShip,84.0,130.0,3
BB510503,BharatShip,71.0,0.0,1
BB510504,BharatShip,118.0,183.0,2
BB510505,ZipEx,68.0,0.0,2
BB510506,BharatShip,132.0,0.0,1
BB510507,ZipEx,55.0,0.0,1
BB510508,SwiftLogix,95.0,0.0,1
BB510509,SwiftLogix,58.0,0.0,1
BB510510,ZipEx,89.0,0.0,1
BB510511,BharatShip,130.0,0.0,1
BB510512,SwiftLogix,63.0,0.0,1
BB510513,SwiftLogix,53.0,0.0,1
BB510514,ZipEx,136.0,0.0,2
BB510515,ZipEx,56.0,0.0,1
BB510516,SwiftLogix,0.0,0.0,0
BB510517,BharatShip,108.0,0.0,1
BB510518,ZipEx,136.0,211.0,3
BB510519,ZipEx,72.0,0.0,2
BB510520,ZipEx,91.0,0.0,2
BB510521,SwiftLogix,53.0,0.0,2
BB510522,BharatShip,135.0,0.0,2
BB510523,ZipEx,59.0,0.0,1
BB510524,SwiftLogix,0.0,0.0,0
BB510525,SwiftLogix,99.0,0.0,1
BB510526,BharatShip,99.0,0.0,1
BB510527,ZipEx,52.0,0.0,1
BB510528,SwiftLogix,69.0,107.0,3
BB510529,ZipEx,64.0,0.0,1
BB510530,SwiftLogix,72.0,0.0,1
BB510531,SwiftLogix,66.0,0.0,1
BB510532,SwiftLogix,88.0,0.0,1
BB510533,SwiftLogix,59.0,0.0,1
BB510534,BharatShip,74.0,115.0,2
BB510535,ZipEx,85.0,0.0,1
BB510536,SwiftLogix,68.0,0.0,1
BB510537,ZipEx,117.0,0.0,1
BB510538,ZipEx,118.0,0.0,1
BB510539,SwiftLogix,59.0,0.0,1
BB510540,BharatShip,97.0,150.0,2
BB510541,ZipEx,69.0,0.0,2
BB510542,SwiftLogix,61.0,0.0,1
BB510543,BharatShip,107.0,166.0,3
BB510544,SwiftLogix,0.0,0.0,0
BB510545,SwiftLogix,65.0,0.0,1
BB510546,SwiftLogix,56.0,0.0,1
BB510547,ZipEx,70.0,0.0,1
BB510548,ZipEx,87.0,0.0,1
BB510549,BharatShip,57.0,0.0,1
BB510550,BharatShip,99.0,0.0,1
BB510551,ZipEx,83.0,0.0,1
BB510552,BharatShip,62.0,0.0,1
BB510553,SwiftLogix,63.0,0.0,1
BB510554,SwiftLogix,87.0,135.0,2
BB510555,SwiftLogix,0.0,0.0,0
BB510556,SwiftLogix,62.0,0.0,1
BB510557,SwiftLogix,62.0,0.0,1
BB510558,SwiftLogix,67.0,0.0,1
BB510559,BharatShip,81.0,0.0,1
BB510560,ZipEx,68.0,0.0,1
BB510561,SwiftLogix,63.0,0.0,1
BB510562,SwiftLogix,65.0,0.0,1
BB510563,SwiftLogix,112.0,0.0,1
BB510564,SwiftLogix,65.0,0.0,1
BB510565,BharatShip,151.0,0.0,1
BB510566,SwiftLogix,100.0,0.0,2
BB510567,BharatShip,80.0,0.0,1
BB510568,SwiftLogix,52.0,0.0,2
BB510569,ZipEx,84.0,0.0,1
BB510570,ZipEx,74.0,0.0,1
BB510571,BharatShip,67.0,0.0,1
BB510572,SwiftLogix,76.0,0.0,1
BB510573,SwiftLogix,96.0,0.0,1
BB510574,ZipEx,60.0,93.0,3
BB510575,SwiftLogix,56.0,0.0,1
BB510576,SwiftLogix,73.0,0.0,1
BB510577,BharatShip,70.0,0.0,1
BB510578,BharatShip,72.0,0.0,2
BB510579,ZipEx,0.0,0.0,0
BB510580,SwiftLogix,44.0,0.0,1
BB510581,SwiftLogix,55.0,0.0,1
BB510582,SwiftLogix,115.0,178.0,3
BB510583,ZipEx,67.0,0.0,1
BB510584,ZipEx,61.0,0.0,1
BB510585,SwiftLogix,92.0,143.0,3
BB510586,BharatShip,103.0,0.0,1
BB510587,BharatShip,115.0,0.0,1
BB510588,ZipEx,64.0,0.0,1
BB510589,ZipEx,101.0,0.0,1
BB510590,BharatShip,126.0,0.0,1
BB510591,SwiftLogix,71.0,0.0,1
BB510592,SwiftLogix,87.0,0.0,1
BB510593,BharatShip,117.0,0.0,2
BB510594,SwiftLogix,74.0,115.0,2
BB510595,ZipEx,63.0,0.0,1
BB510596,SwiftLogix,56.0,0.0,2
BB510597,SwiftLogix,76.0,0.0,1
BB510598,BharatShip,77.0,0.0,1
BB510599,SwiftLogix,117.0,0.0,1
BB510600,SwiftLogix,69.0,0.0,1
BB510601,SwiftLogix,135.0,0.0,1
BB510602,ZipEx,91.0,0.0,1
BB510603,BharatShip,0.0,0.0,0
BB510604,SwiftLogix,74.0,0.0,1
BB510605,BharatShip,59.0,0.0,1
BB510606,SwiftLogix,95.0,0.0,1
BB510607,BharatShip,119.0,0.0,1
BB510608,SwiftLogix,66.0,0.0,1
BB510609,BharatShip,130.0,0.0,1
BB510610,ZipEx,0.0,0.0,0
BB510611,SwiftLogix,60.0,0.0,1
BB510612,SwiftLogix,88.0,0.0,1
BB510613,BharatShip,73.0,0.0,1
BB510614,ZipEx,96.0,0.0,1
BB510615,SwiftLogix,83.0,0.0,1
BB510616,BharatShip,94.0,0.0,1
BB510617,BharatShip,86.0,0.0,1
BB510618,SwiftLogix,68.0,0.0,1
BB510619,ZipEx,119.0,0.0,1
BB510620,SwiftLogix,43.0,0.0,1
BB510621,SwiftLogix,62.0,0.0,1
BB510622,SwiftLogix,52.0,0.0,1
BB510623,BharatShip,77.0,0.0,1
BB510624,SwiftLogix,59.0,0.0,1
BB510625,SwiftLogix,0.0,0.0,0
BB510626,ZipEx,62.0,0.0,1
BB510627,ZipEx,102.0,0.0,1
BB510628,BharatShip,124.0,0.0,1
BB510629,SwiftLogix,106.0,0.0,1
BB510630,SwiftLogix,59.0,0.0,1
BB510631,SwiftLogix,54.0,0.0,1
BB510632,SwiftLogix,63.0,0.0,1
BB510633,SwiftLogix,58.0,0.0,1
BB510634,SwiftLogix,0.0,0.0,0
BB510635,SwiftLogix,70.0,0.0,2
BB510636,BharatShip,86.0,0.0,1
BB510637,SwiftLogix,66.0,0.0,2
BB510638,SwiftLogix,85.0,0.0,1
BB510639,SwiftLogix,72.0,0.0,1
BB510640,BharatShip,95.0,0.0,1
BB510641,SwiftLogix,58.0,0.0,1
BB510642,ZipEx,81.0,126.0,3
BB510643,SwiftLogix,78.0,0.0,2
BB510644,ZipEx,59.0,0.0,2
BB510645,SwiftLogix,91.0,0.0,1
BB510646,SwiftLogix,54.0,0.0,1
BB510647,SwiftLogix,59.0,91.0,2
BB510648,ZipEx,95.0,0.0,1
BB510649,SwiftLogix,62.0,0.0,2
BB510650,ZipEx,120.0,0.0,1
BB510651,ZipEx,87.0,0.0,2
BB510652,BharatShip,93.0,0.0,1
BB510653,SwiftLogix,69.0,0.0,1
BB510654,SwiftLogix,98.0,0.0,1
BB510655,ZipEx,87.0,0.0,1
BB510656,SwiftLogix,63.0,0.0,1
BB510657,SwiftLogix,65.0,0.0,1
BB510658,BharatShip,125.0,0.0,1
BB510659,BharatShip,101.0,0.0,1
BB510660,SwiftLogix,103.0,0.0,1
BB510661,SwiftLogix,88.0,0.0,2
BB510662,SwiftLogix,98.0,0.0,1
BB510663,SwiftLogix,55.0,0.0,1
BB510664,SwiftLogix,61.0,0.0,2
BB510665,ZipEx,82.0,0.0,2
BB510666,BharatShip,95.0,0.0,1
BB510667,BharatShip,115.0,0.0,1
BB510668,SwiftLogix,95.0,0.0,1
BB510669,BharatShip,147.0,0.0,1
BB510670,ZipEx,69.0,0.0,1
BB510671,BharatShip,69.0,0.0,1
BB510672,BharatShip,143.0,0.0,1
BB510673,BharatShip,115.0,0.0,1
BB510674,SwiftLogix,68.0,0.0,2
BB510675,ZipEx,55.0,0.0,1
BB510676,BharatShip,64.0,0.0,1
BB510677,SwiftLogix,60.0,0.0,1
BB510678,SwiftLogix,60.0,0.0,1
BB510679,SwiftLogix,82.0,0.0,1
BB510680,SwiftLogix,83.0,0.0,1
BB510681,SwiftLogix,60.0,0.0,1
BB510682,BharatShip,95.0,0.0,1
BB510683,BharatShip,92.0,0.0,1
BB510684,SwiftLogix,98.0,0.0,2
BB510685,BharatShip,118.0,0.0,1
BB510686,ZipEx,60.0,0.0,2
BB510687,SwiftLogix,64.0,0.0,1
BB510688,ZipEx,98.0,0.0,1
BB510689,ZipEx,74.0,0.0,2
BB510690,SwiftLogix,66.0,0.0,2
BB510691,BharatShip,116.0,0.0,1
BB510692,SwiftLogix,73.0,0.0,1
BB510693,BharatShip,80.0,0.0,1
BB510694,ZipEx,57.0,0.0,1
BB510695,ZipEx,68.0,0.0,1
BB510696,SwiftLogix,61.0,0.0,1
BB510697,BharatShip,53.0,0.0,1
BB510698,ZipEx,55.0,0.0,1
BB510699,SwiftLogix,58.0,0.0,1
BB510700,BharatShip,120.0,0.0,1
BB510701,ZipEx,85.0,0.0,1
BB510702,SwiftLogix,64.0,0.0,1
BB510703,SwiftLogix,65.0,0.0,1
BB510704,ZipEx,71.0,0.0,1
BB510705,BharatShip,81.0,126.0,2
BB510706,BharatShip,117.0,0.0,1
BB510707,SwiftLogix,86.0,0.0,1
BB510708,BharatShip,129.0,0.0,2
BB510709,SwiftLogix,85.0,0.0,2
BB510710,SwiftLogix,67.0,0.0,1
BB510711,SwiftLogix,88.0,0.0,1
BB510712,BharatShip,0.0,0.0,0
BB510713,BharatShip,89.0,0.0,1
BB510714,SwiftLogix,149.0,0.0,1
BB510715,ZipEx,78.0,0.0,1
BB510716,ZipEx,52.0,0.0,1
BB510717,BharatShip,113.0,0.0,1
BB510718,BharatShip,133.0,0.0,2
BB510719,SwiftLogix,80.0,0.0,1
BB510720,SwiftLogix,63.0,0.0,1
BB510721,SwiftLogix,56.0,0.0,2
BB510722,SwiftLogix,66.0,102.0,3
BB510723,ZipEx,129.0,0.0,1
BB510724,BharatShip,119.0,0.0,1
BB510725,SwiftLogix,71.0,0.0,1
BB510726,SwiftLogix,59.0,0.0,1
BB510727,BharatShip,113.0,0.0,1
BB510728,SwiftLogix,0.0,0.0,0
BB510729,SwiftLogix,52.0,0.0,1
BB510730,SwiftLogix,61.0,0.0,2
BB510731,ZipEx,59.0,0.0,1
BB510732,BharatShip,0.0,0.0,0
BB510733,SwiftLogix,97.0,0.0,1
BB510734,SwiftLogix,90.0,0.0,1
BB510735,ZipEx,79.0,0.0,1
BB510736,SwiftLogix,59.0,0.0,2
BB510737,BharatShip,72.0,0.0,1
BB510738,BharatShip,97.0,0.0,1
BB510739,BharatShip,115.0,0.0,1
BB510740,SwiftLogix,61.0,0.0,1
BB510741,SwiftLogix,71.0,0.0,1
BB510742,ZipEx,64.0,0.0,1
BB510743,SwiftLogix,55.0,0.0,1
BB510744,ZipEx,103.0,0.0,1
BB510745,BharatShip,92.0,0.0,1
BB510746,ZipEx,104.0,0.0,1
BB510747,SwiftLogix,76.0,118.0,2
BB510748,SwiftLogix,71.0,0.0,1
BB510749,ZipEx,63.0,0.0,1
BB510750,SwiftLogix,61.0,0.0,1
BB510751,BharatShip,125.0,0.0,1
BB510752,BharatShip,87.0,135.0,3
BB510753,ZipEx,55.0,0.0,1
BB510754,ZipEx,65.0,0.0,2
BB510755,BharatShip,95.0,0.0,1
BB510756,SwiftLogix,80.0,0.0,1
BB510757,BharatShip,60.0,0.0,1
BB510758,SwiftLogix,63.0,0.0,1
BB510759,SwiftLogix,69.0,0.0,1
BB510760,BharatShip,93.0,0.0,1
BB510761,BharatShip,115.0,0.0,2
BB510762,ZipEx,83.0,0.0,1
BB510763,ZipEx,63.0,0.0,1
BB510764,SwiftLogix,52.0,0.0,1
BB510765,BharatShip,91.0,0.0,1
BB510766,BharatShip,124.0,0.0,1
BB510767,SwiftLogix,65.0,0.0,1
BB510768,SwiftLogix,109.0,0.0,1
BB510769,BharatShip,63.0,0.0,1
BB510770,BharatShip,78.0,0.0,1
BB510771,BharatShip,97.0,0.0,1
BB510772,ZipEx,47.0,0.0,1
BB510773,ZipEx,77.0,0.0,1
BB510774,SwiftLogix,79.0,0.0,1
BB510775,ZipEx,79.0,0.0,1
BB510776,SwiftLogix,63.0,0.0,1
BB510777,BharatShip,125.0,0.0,1
BB510778,ZipEx,57.0,0.0,1
BB510779,SwiftLogix,58.0,0.0,1
BB510780,ZipEx,58.0,0.0,1
BB510781,ZipEx,65.0,0.0,1
BB510782,ZipEx,70.0,0.0,1
BB510783,SwiftLogix,58.0,0.0,1
BB510784,SwiftLogix,69.0,0.0,1
BB510785,BharatShip,96.0,0.0,1
BB510786,ZipEx,72.0,0.0,1
BB510787,BharatShip,74.0,0.0,1
BB510788,SwiftLogix,74.0,0.0,1
BB510789,SwiftLogix,88.0,0.0,1
BB510790,BharatShip,58.0,0.0,2
BB510791,SwiftLogix,60.0,0.0,1
BB510792,SwiftLogix,73.0,0.0,1
BB510793,SwiftLogix,62.0,0.0,1
BB510794,ZipEx,97.0,0.0,1
BB510795,BharatShip,84.0,0.0,1
BB510796,ZipEx,73.0,0.0,1
BB510797,ZipEx,0.0,0.0,0
BB510798,SwiftLogix,105.0,0.0,1
BB510799,SwiftLogix,72.0,0.0,1
BB510800,SwiftLogix,60.0,0.0,1
BB510801,BharatShip,0.0,0.0,0
BB510802,BharatShip,133.0,0.0,1
BB510803,SwiftLogix,91.0,0.0,1
BB510804,SwiftLogix,57.0,0.0,1
BB510805,ZipEx,87.0,0.0,1
BB510806,ZipEx,95.0,0.0,2
BB510807,BharatShip,145.0,0.0,1
BB510808,SwiftLogix,68.0,0.0,1
BB510809,ZipEx,70.0,0.0,1
BB510810,ZipEx,58.0,0.0,1
BB510811,SwiftLogix,64.0,0.0,1
BB510812,SwiftLogix,67.0,0.0,1
BB510813,SwiftLogix,86.0,0.0,1
BB510814,SwiftLogix,0.0,0.0,0
BB510815,SwiftLogix,70.0,0.0,1
BB510816,BharatShip,89.0,0.0,1
BB510817,ZipEx,84.0,0.0,2
BB510818,ZipEx,66.0,0.0,1
BB510819,BharatShip,66.0,0.0,1
BB510820,BharatShip,88.0,0.0,1
BB510821,SwiftLogix,72.0,0.0,2
BB510822,SwiftLogix,46.0,0.0,1
BB510823,SwiftLogix,72.0,0.0,1
BB510824,ZipEx,82.0,0.0,1
BB510825,ZipEx,75.0,0.0,1
BB510826,SwiftLogix,62.0,0.0,2
BB510827,BharatShip,102.0,0.0,1
BB510828,SwiftLogix,75.0,116.0,2
BB510829,ZipEx,63.0,0.0,1
BB510830,ZipEx,127.0,0.0,1
BB510831,SwiftLogix,76.0,0.0,1
BB510832,ZipEx,60.0,0.0,1
BB510833,ZipEx,77.0,0.0,1
BB510834,ZipEx,105.0,0.0,1
BB510835,BharatShip,69.0,0.0,1
BB510836,SwiftLogix,80.0,0.0,1
BB510837,SwiftLogix,66.0,0.0,1
BB510838,BharatShip,115.0,0.0,1
BB510839,BharatShip,61.0,0.0,2
BB510840,ZipEx,55.0,0.0,1
BB510841,BharatShip,87.0,0.0,1
BB510842,ZipEx,52.0,0.0,2
BB510843,BharatShip,88.0,0.0,1
BB510844,BharatShip,113.0,175.0,3
BB510845,SwiftLogix,69.0,0.0,1
BB510846,BharatShip,90.0,0.0,1
BB510847,BharatShip,104.0,0.0,1
BB510848,ZipEx,61.0,0.0,1
BB510849,BharatShip,102.0,0.0,1
BB510850,SwiftLogix,75.0,0.0,1
BB510851,SwiftLogix,52.0,0.0,1
BB510852,BharatShip,56.0,0.0,1
BB510853,BharatShip,88.0,0.0,1
BB510854,SwiftLogix,76.0,0.0,1
BB510855,SwiftLogix,66.0,0.0,1
BB510856,BharatShip,105.0,163.0,2
BB510857,BharatShip,112.0,0.0,1
BB510858,ZipEx,50.0,0.0,1
BB510859,SwiftLogix,82.0,0.0,1
BB510860,BharatShip,67.0,0.0,1
BB510861,SwiftLogix,75.0,0.0,1
BB510862,SwiftLogix,76.0,0.0,1
BB510863,SwiftLogix,65.0,0.0,1
BB510864,SwiftLogix,60.0,93.0,3
BB510865,SwiftLogix,73.0,113.0,2
BB510866,ZipEx,121.0,188.0,3
BB510867,SwiftLogix,0.0,0.0,0
BB510868,SwiftLogix,83.0,0.0,1
BB510869,ZipEx,56.0,0.0,1
BB510870,SwiftLogix,92.0,0.0,1
BB510871,ZipEx,63.0,0.0,1
BB510872,ZipEx,76.0,0.0,1
BB510873,SwiftLogix,63.0,0.0,1
BB510874,SwiftLogix,71.0,0.0,1
BB510875,ZipEx,60.0,0.0,1
BB510876,SwiftLogix,59.0,0.0,1
BB510877,ZipEx,59.0,0.0,1
BB510878,ZipEx,101.0,157.0,2
BB510879,ZipEx,61.0,0.0,2
BB510880,ZipEx,125.0,0.0,1
BB510881,ZipEx,90.0,0.0,1
BB510882,SwiftLogix,64.0,0.0,1
BB510883,BharatShip,107.0,0.0,1
BB510884,SwiftLogix,75.0,0.0,1
BB510885,SwiftLogix,53.0,0.0,1
BB510886,BharatShip,97.0,0.0,1
BB510887,BharatShip,92.0,0.0,1
BB510888,SwiftLogix,63.0,0.0,1
BB510889,ZipEx,138.0,0.0,1
BB510890,SwiftLogix,113.0,0.0,1
BB510891,ZipEx,95.0,0.0,1
BB510892,SwiftLogix,76.0,0.0,1
BB510893,SwiftLogix,60.0,0.0,1
BB510894,ZipEx,63.0,0.0,1
BB510895,SwiftLogix,73.0,0.0,1
BB510896,BharatShip,61.0,0.0,1
BB510897,SwiftLogix,62.0,96.0,3
BB510898,BharatShip,61.0,0.0,1
BB510899,SwiftLogix,70.0,0.0,1
BB510900,BharatShip,76.0,0.0,1
BB510901,SwiftLogix,64.0,0.0,1
BB510902,SwiftLogix,68.0,0.0,1
BB510903,SwiftLogix,50.0,78.0,2
BB510904,SwiftLogix,61.0,0.0,1
BB510905,BharatShip,58.0,0.0,1
BB510906,SwiftLogix,71.0,0.0,1
BB510907,SwiftLogix,60.0,0.0,1
BB510908,ZipEx,87.0,0.0,1
BB510909,SwiftLogix,59.0,0.0,1
BB510910,BharatShip,141.0,0.0,2
BB510911,ZipEx,128.0,0.0,1
BB510912,BharatShip,69.0,0.0,1
BB510913,BharatShip,92.0,143.0,3
BB510914,SwiftLogix,59.0,0.0,1
BB510915,BharatShip,101.0,0.0,1
BB510916,BharatShip,89.0,0.0,2
BB510917,BharatShip,102.0,0.0,1
BB510918,BharatShip,63.0,0.0,1
BB510919,ZipEx,91.0,0.0,1
BB510920,SwiftLogix,74.0,0.0,1
BB510921,BharatShip,69.0,0.0,1
BB510922,SwiftLogix,57.0,0.0,1
BB510923,BharatShip,71.0,0.0,1
BB510924,BharatShip,95.0,0.0,2
BB510925,ZipEx,63.0,0.0,1
BB510926,SwiftLogix,70.0,0.0,1
BB510927,BharatShip,88.0,0.0,1
BB510928,SwiftLogix,58.0,0.0,1
BB510929,SwiftLogix,72.0,0.0,1
BB510930,SwiftLogix,56.0,0.0,1
BB510931,BharatShip,112.0,0.0,1
BB510932,BharatShip,95.0,0.0,1
BB510933,SwiftLogix,74.0,0.0,1
BB510934,ZipEx,83.0,0.0,2
BB510935,ZipEx,64.0,0.0,1
BB510936,SwiftLogix,57.0,0.0,1
BB510937,BharatShip,138.0,214.0,2
BB510938,BharatShip,103.0,160.0,2
BB510939,ZipEx,106.0,0.0,1
BB510940,SwiftLogix,47.0,0.0,1
BB510941,SwiftLogix,55.0,0.0,1
BB510942,ZipEx,79.0,0.0,1
BB510943,BharatShip,98.0,0.0,1
BB510944,BharatShip,101.0,0.0,1
BB510945,ZipEx,56.0,0.0,1
BB510946,SwiftLogix,99.0,0.0,1
BB510947,BharatShip,93.0,0.0,1
BB510948,SwiftLogix,113.0,0.0,2
BB510949,BharatShip,84.0,0.0,2
BB510950,BharatShip,96.0,0.0,1
BB510951,BharatShip,73.0,0.0,2
BB510952,SwiftLogix,80.0,0.0,1
BB510953,SwiftLogix,68.0,0.0,1
BB510954,SwiftLogix,70.0,0.0,1
BB510955,ZipEx,125.0,0.0,1
BB510956,BharatShip,102.0,158.0,2
BB510957,BharatShip,100.0,0.0,1
BB510958,SwiftLogix,91.0,0.0,1
BB510959,ZipEx,74.0,0.0,1
BB510960,SwiftLogix,54.0,0.0,2
BB510961,SwiftLogix,76.0,0.0,1
BB510962,BharatShip,63.0,0.0,1
BB510963,BharatShip,90.0,0.0,1
BB510964,SwiftLogix,46.0,0.0,2
BB510965,ZipEx,51.0,0.0,1
BB510966,ZipEx,92.0,0.0,1
BB510967,ZipEx,57.0,0.0,1
BB510968,ZipEx,82.0,0.0,1
BB510969,SwiftLogix,67.0,0.0,1
BB510970,SwiftLogix,63.0,0.0,1
BB510971,SwiftLogix,55.0,0.0,1
BB510972,ZipEx,71.0,0.0,1
BB510973,BharatShip,73.0,0.0,1
BB510974,ZipEx,72.0,0.0,1
BB510975,ZipEx,69.0,107.0,3
BB510976,BharatShip,75.0,116.0,2
BB510977,BharatShip,125.0,0.0,1
BB510978,BharatShip,82.0,0.0,1
BB510979,SwiftLogix,0.0,0.0,0
BB510980,SwiftLogix,67.0,0.0,1
BB510981,BharatShip,128.0,0.0,1
BB510982,SwiftLogix,84.0,0.0,2
BB510983,ZipEx,66.0,0.0,1
BB510984,SwiftLogix,67.0,0.0,1
BB510985,ZipEx,57.0,0.0,1
BB510986,BharatShip,138.0,0.0,1
BB510987,SwiftLogix,90.0,0.0,1
BB510988,SwiftLogix,67.0,0.0,1
BB510989,SwiftLogix,61.0,0.0,1
BB510990,SwiftLogix,68.0,0.0,1
BB510991,SwiftLogix,65.0,0.0,1
BB510992,SwiftLogix,59.0,0.0,1
BB510993,BharatShip,68.0,0.0,1
BB510994,BharatShip,104.0,0.0,1
BB510995,SwiftLogix,57.0,0.0,1
BB510996,BharatShip,75.0,0.0,1
BB510997,BharatShip,72.0,0.0,2
BB510998,ZipEx,102.0,0.0,1
BB510999,BharatShip,104.0,0.0,1
BB511000,BharatShip,79.0,0.0,1
BB511001,ZipEx,67.0,0.0,1
BB511002,ZipEx,72.0,0.0,1
BB511003,SwiftLogix,76.0,0.0,1
BB511004,BharatShip,107.0,0.0,1
BB511005,ZipEx,66.0,0.0,1
BB511006,ZipEx,79.0,0.0,1
BB511007,SwiftLogix,72.0,0.0,1
BB511008,SwiftLogix,76.0,0.0,1
BB511009,SwiftLogix,58.0,0.0,1
BB511010,SwiftLogix,62.0,0.0,1
BB511011,BharatShip,124.0,0.0,1
BB511012,BharatShip,59.0,0.0,2
BB511013,BharatShip,90.0,0.0,2
BB511014,ZipEx,57.0,0.0,1
BB511015,BharatShip,102.0,0.0,2
BB511016,BharatShip,64.0,0.0,1
BB511017,BharatShip,98.0,0.0,1
BB511018,BharatShip,58.0,0.0,1
BB511019,SwiftLogix,74.0,0.0,1
BB511020,SwiftLogix,84.0,0.0,1
BB511021,BharatShip,78.0,0.0,1
BB511022,SwiftLogix,65.0,0.0,1
BB511023,ZipEx,91.0,0.0,1
BB511024,ZipEx,87.0,0.0,1
BB511025,ZipEx,88.0,0.0,2
BB511026,SwiftLogix,70.0,0.0,1
BB511027,ZipEx,60.0,0.0,1
BB511028,SwiftLogix,74.0,0.0,2
BB511029,BharatShip,127.0,0.0,1
BB511030,BharatShip,63.0,0.0,1
BB511031,BharatShip,73.0,0.0,1
BB511032,SwiftLogix,92.0,143.0,2
BB511033,SwiftLogix,73.0,0.0,1
BB511034,BharatShip,93.0,0.0,1
BB511035,SwiftLogix,77.0,0.0,1
BB511036,BharatShip,106.0,0.0,1
BB511037,ZipEx,86.0,0.0,1
BB511038,BharatShip,99.0,0.0,1
BB511039,ZipEx,60.0,0.0,1
BB511040,BharatShip,84.0,0.0,1
BB511041,BharatShip,85.0,0.0,1
BB511042,SwiftLogix,69.0,0.0,1
BB511043,BharatShip,130.0,0.0,1
BB511044,BharatShip,95.0,0.0,1
BB511045,BharatShip,81.0,0.0,1
BB511046,BharatShip,128.0,0.0,1
BB511047,BharatShip,99.0,0.0,1
BB511048,ZipEx,68.0,0.0,1
BB511049,ZipEx,67.0,0.0,1
BB511050,BharatShip,105.0,0.0,1
BB511051,SwiftLogix,53.0,0.0,1
BB511052,SwiftLogix,51.0,0.0,1
BB511053,BharatShip,79.0,0.0,1
BB511054,ZipEx,80.0,0.0,1
BB511055,SwiftLogix,126.0,0.0,1
BB511056,SwiftLogix,59.0,0.0,2
BB511057,ZipEx,73.0,0.0,1
