order_id,customer_id,order_date,pincode,category,payment_mode,gross_order_value,discount_amount,delivery_fee_charged,product_cost,order_status
BB523966,C107791,2025-10-22,110197.0,Haircare,Prepaid,393.0,24.0,49.0,188.0,Delivered
BB521258,C103952,2026-03-26,110827.0,Skincare,Prepaid,617.0,55.0,0.0,268.0,Delivered
BB521824,C114597,2025-07-07,110603.0,Skincare,COD,892.0,93.0,0.0,394.0,Delivered
BB532093,C114323,2025-06-26,110722.0,Household Staples,COD,575.0,37.0,0.0,491.0,RTO
BB507808,C106397,2025-08-12,110022.0,Household Staples,Prepaid,464.0,56.0,49.0,399.0,Delivered
BB508072,C112333,2025-05-24,110449.0,Baby Care,COD,948.0,160.0,0.0,591.0,Delivered
BB529317,C113938,2025-04-22,110155.0,Haircare,COD,823.0,51.0,0.0,446.0,Delivered
BB536288,C112836,2026-01-31,110071.0,Haircare,COD,629.0,57.0,0.0,357.0,Delivered
BB530981,C108124,2025-08-30,110841.0,Skincare,COD,656.0,141.0,0.0,296.0,Delivered
BB538905,C100914,2025-08-13,110757.0,Home Cleaning,COD,342.0,73.0,49.0,255.0,Delivered
BB529008,C107642,2025-06-17,110344.0,Skincare,COD,1069.0,203.0,0.0,536.0,Delivered
BB506535,C107166,2025-09-04,110449.0,Household Staples,COD,269.0,13.0,49.0,205.0,Delivered
BB530866,C105273,2025-04-06,110344.0,Haircare,COD,263.0,28.0,49.0,137.0,Delivered
BB530060,C115795,2025-05-24,110435.0,Skincare,COD,1007.0,77.0,0.0,442.0,Delivered
BB535686,C103478,2025-11-29,110239.0,Skincare,Prepaid,810.0,88.0,0.0,355.0,Cancelled
BB504147,C114272,2026-02-19,110141.0,Haircare,COD,1034.0,119.0,0.0,607.0,Delivered
BB521825,C112748,2026-02-26,110561.0,Haircare,COD,1004.0,134.0,0.0,505.0,Delivered
BB537541,C104942,2025-07-03,110596.0,Household Staples,COD,603.0,40.0,0.0,514.0,Delivered
BB501002,C112255,2025-06-14,110337.0,Household Staples,COD,452.0,137.0,49.0,359.0,Delivered
BB525532,C114944,2026-01-16,110750.0,Skincare,Prepaid,1423.0,324.0,0.0,668.0,Delivered
BB518781,C113268,2025-04-15,110631.0,Home Cleaning,COD,1084.0,178.0,0.0,785.0,Delivered
BB534203,C100657,2025-10-18,110393.0,Haircare,Prepaid,624.0,201.0,49.0,349.0,Delivered
BB514584,C113968,2025-04-27,110372.0,Haircare,COD,149.0,5.0,49.0,74.0,Delivered
BB521570,C110805,2025-11-28,110239.0,Skincare,COD,1319.0,133.0,0.0,578.0,Delivered
BB536321,C100189,2025-05-14,110575.0,Household Staples,Prepaid,149.0,13.0,49.0,121.0,Delivered
BB539399,C114364,2026-03-20,110393.0,Skincare,COD,1243.0,99.0,0.0,594.0,Cancelled
BB521688,C109807,2026-03-12,110477.0,Home Cleaning,Prepaid,546.0,86.0,49.0,405.0,Delivered
BB539385,C111861,2025-06-01,110071.0,Baby Care,COD,886.0,148.0,0.0,502.0,Delivered
BB533213,C104899,2026-03-31,110491.0,Skincare,COD,849.0,122.0,0.0,398.0,Delivered
BB533642,C114925,2025-09-25,110246.0,Household Staples,Prepaid,531.0,130.0,49.0,435.0,Delivered
BB512471,C100725,2025-05-11,110127.0,Baby Care,Prepaid,192.0,23.0,49.0,128.0,Delivered
BB505249,C113627,2025-06-29,110071.0,Home Cleaning,COD,311.0,60.0,49.0,231.0,Delivered
BB534893,C104979,2025-09-25,110099.0,Haircare,COD,516.0,80.0,49.0,263.0,Delivered
BB523912,C102603,2025-05-04,110197.0,Haircare,Prepaid,656.0,131.0,0.0,350.0,Delivered
BB522415,C104662,2025-09-16,110113.0,Baby Care,COD,625.0,27.0,0.0,400.0,Delivered
BB505398,C111084,2025-09-20,110141.0,Household Staples,Prepaid,322.0,29.0,49.0,257.0,Delivered
BB518909,C115679,2025-11-03,110330.0,Haircare,Prepaid,641.0,28.0,0.0,337.0,Delivered
BB513926,C107362,2025-05-28,110036.0,Household Staples,COD,466.0,95.0,49.0,364.0,Delivered
BB537922,C100817,2025-05-11,110512.0,Home Cleaning,Prepaid,448.0,90.0,49.0,321.0,Delivered
BB517617,C103891,2026-02-22,110232.0,Home Cleaning,Prepaid,574.0,70.0,0.0,394.0,Delivered
BB522507,C113741,2025-11-06,110022.0,Haircare,COD,699.0,115.0,0.0,379.0,Cancelled
BB537838,C111872,2025-10-31,110337.0,Baby Care,Prepaid,1576.0,385.0,0.0,996.0,Delivered
BB526049,C113059,2025-08-30,,Skincare,Prepaid,1048.0,282.0,0.0,494.0,Delivered
BB512561,C114848,2025-09-04,110701.0,Skincare,COD,608.0,97.0,0.0,291.0,RTO
BB503577,C105602,2026-02-06,110379.0,Haircare,Prepaid,426.0,98.0,49.0,223.0,Delivered
BB531482,C107759,26-04-2025,110736.0,Haircare,COD,288.0,12.0,49.0,140.0,Delivered
BB506508,C114622,2025-08-19,,Household Staples,COD,388.0,141.0,49.0,284.0,Delivered
BB503710,C100554,2025-11-09,110603.0,Home Cleaning,COD,541.0,38.0,0.0,380.0,Delivered
BB510911,C111811,2025-05-03,110694.0,Haircare,COD,813.0,55.0,0.0,381.0,Delivered
BB510415,C106346,2026-01-10,110834.0,Haircare,COD,483.0,43.0,49.0,256.0,Delivered
BB517813,C113085,2026-03-09,110134.0,Skincare,Prepaid,530.0,55.0,49.0,216.0,Cancelled
BB514159,C107177,2025-10-23,110561.0,Haircare,Prepaid,1051.0,171.0,0.0,490.0,Delivered
BB516887,C115083,2025-11-17,110316.0,Household Staples,Prepaid,616.0,37.0,0.0,503.0,Delivered
BB510377,C104658,2026-02-20,110554.0,Home Cleaning,COD,413.0,8.0,49.0,291.0,Delivered
BB502887,C110513,2025-07-05,110729.0,Baby Care,COD,1766.0,308.0,0.0,1122.0,RTO
BB507595,C111398,2025-05-28,110743.0,Haircare,COD,653.0,89.0,0.0,394.0,RTO
BB515487,C101075,2025-05-31,110393.0,Skincare,Prepaid,725.0,271.0,49.0,297.0,Delivered
BB523291,C102878,2025-07-12,110057.0,Household Staples,COD,513.0,41.0,49.0,413.0,Delivered
BB513742,C109472,2025-04-09,110134.0,Household Staples,COD,149.0,11.0,49.0,107.0,RTO
BB509682,C101428,2025-11-09,110820.0,Household Staples,COD,680.0,40.0,0.0,526.0,Delivered
BB506655,C104821,2025-08-01,110393.0,Baby Care,Prepaid,1803.0,156.0,0.0,1236.0,Delivered
BB511634,C100831,2026-02-20,110260.0,Household Staples,COD,530.0,51.0,49.0,436.0,Delivered
BB533190,C108888,2026-03-04,110260.0,Skincare,COD,389.0,110.0,49.0,197.0,Delivered
BB537480,C102590,2025-11-10,110722.0,Home Cleaning,COD,149.0,18.0,49.0,112.0,Delivered
BB503556,C113703,2026-03-18,110365.0,Skincare,Prepaid,1103.0,99.0,0.0,474.0,Delivered
BB511909,C112328,2025-12-16,110281.0,Baby Care,Prepaid,1272.0,262.0,0.0,818.0,Delivered
BB511811,C112609,2025-12-24,110001.0,Haircare,Prepaid,1032.0,203.0,0.0,555.0,Delivered
BB508577,C109324,2025-10-28,110015.0,Baby Care,Prepaid,839.0,6.0,0.0,547.0,Delivered
BB521795,C113814,2025-05-30,110260.0,Skincare,Prepaid,922.0,183.0,0.0,435.0,Delivered
BB511067,C100225,2025-04-30,110526.0,Household Staples,Prepaid,528.0,121.0,49.0,438.0,Delivered
BB512266,C104898,2025-10-28,110603.0,Skincare,COD,1213.0,119.0,0.0,492.0,Delivered
BB501327,C110200,2026-02-28,110456.0,Haircare,COD,596.0,23.0,0.0,302.0,Delivered
BB507212,C109948,2025-10-14,110575.0,Skincare,Prepaid,833.0,181.0,0.0,389.0,Delivered
BB505234,C112853,2025-07-03,110498.0,Home Cleaning,COD,520.0,16.0,0.0,369.0,Delivered
BB537407,C107302,2026-02-02,110169.0,Household Staples,Prepaid,548.0,69.0,49.0,432.0,Delivered
BB536241,C115098,2025-09-25,110106.0,Home Cleaning,Prepaid,149.0,23.0,49.0,111.0,Delivered
BB512193,C111222,2026-02-23,110372.0,Skincare,Prepaid,1132.0,244.0,0.0,525.0,Delivered
BB502663,C115628,2026-01-18,110372.0,Home Cleaning,COD,613.0,155.0,49.0,445.0,Delivered
BB507909,C112883,2025-06-15,110148.0,Home Cleaning,Prepaid,574.0,55.0,0.0,426.0,Delivered
BB501313,C114178,2025-04-15,110127.0,Haircare,COD,750.0,58.0,0.0,368.0,Delivered
BB501733,C112645,2026-03-13,110624.0,Baby Care,COD,1130.0,184.0,0.0,702.0,Delivered
BB511849,C112121,2025-05-12,110505.0,Haircare,COD,411.0,71.0,49.0,210.0,Cancelled
BB513479,C107778,2026-01-23,110575.0,Household Staples,COD,444.0,53.0,49.0,359.0,RTO
BB534892,C101057,2026-03-01,110806.0,Skincare,COD,314.0,38.0,49.0,130.0,RTO
BB539574,C115193,2025-09-01,110337.0,Household Staples,COD,528.0,25.0,0.0,433.0,Delivered
BB534948,C103647,2025-09-12,110085.0,Baby Care,Prepaid,1375.0,197.0,0.0,866.0,RTO
BB516207,C110642,2026-01-19,110043.0,Skincare,COD,1293.0,58.0,0.0,552.0,Delivered
BB509203,C108735,2025-10-13,110253.0,Baby Care,Prepaid,1293.0,18.0,0.0,799.0,Delivered
BB512069,C102614,2026-01-01,110099.0,Baby Care,Prepaid,1118.0,288.0,0.0,716.0,Delivered
BB526742,C109421,2025-04-13,110134.0,Household Staples,Prepaid,448.0,26.0,49.0,363.0,Delivered
BB504647,C109671,2026-02-07,110421.0,Home Cleaning,COD,769.0,242.0,0.0,570.0,Delivered
BB531709,C112799,2026-02-26,110337.0,Home Cleaning,Prepaid,748.0,135.0,0.0,539.0,Delivered
BB526018,C108384,2025-09-21,110589.0,Haircare,COD,332.0,53.0,49.0,150.0,RTO
BB522523,C115446,2025-08-03,110568.0,Haircare,COD,356.0,52.0,49.0,183.0,Delivered
BB523082,C103667,2025-04-02,110435.0,Home Cleaning,COD,593.0,68.0,0.0,440.0,Delivered
BB531687,C110055,2025-08-19,110386.0,Household Staples,Prepaid,537.0,106.0,49.0,448.0,Delivered
BB533861,C110684,2025-09-19,110309.0,Home Cleaning,COD,660.0,127.0,0.0,487.0,Delivered
BB500311,C102244,2025-08-20,110750.0,Home Cleaning,COD,624.0,29.0,0.0,432.0,Delivered
BB507934,C103558,2025-08-14,110673.0,Household Staples,COD,427.0,81.0,49.0,361.0,Delivered
BB507229,C109969,2025-11-16,110729.0,Household Staples,COD,665.0,57.0,0.0,547.0,Delivered
BB500882,C108722,2026-01-08,110127.0,Haircare,Prepaid,509.0,118.0,49.0,305.0,Delivered
BB513274,C104865,2025-10-26,110057.0,Skincare,Prepaid,601.0,35.0,0.0,279.0,Delivered
BB528947,C102141,2025-10-26,110344.0,Household Staples,Prepaid,729.0,23.0,0.0,628.0,Delivered
BB527323,C101813,2025-09-09,110078.0,Baby Care,Prepaid,913.0,121.0,0.0,540.0,Delivered
BB538089,C112169,2025-08-07,110113.0,Haircare,COD,1134.0,100.0,0.0,574.0,Delivered
BB515079,C100052,2025-08-11,110582.0,Household Staples,COD,705.0,20.0,0.0,555.0,RTO
BB500376,C111533,2026-01-02,110036.0,Skincare,Prepaid,1287.0,121.0,0.0,543.0,Delivered
BB535744,C100587,2025-12-03,110330.0,Baby Care,Prepaid,935.0,111.0,0.0,609.0,Delivered
BB502358,C108633,2025-11-06,110183.0,Home Cleaning,COD,202.0,15.0,49.0,140.0,Delivered
BB505508,C108615,2025-05-29,110540.0,Baby Care,Prepaid,1204.0,91.0,0.0,725.0,Delivered
BB531991,C108765,2026-03-29,110652.0,Baby Care,COD,149.0,9.0,49.0,97.0,Delivered
BB523843,C102707,12-01-2026,110834.0,Home Cleaning,Prepaid,817.0,82.0,0.0,599.0,Delivered
BB539054,C109510,2025-06-18,110295.0,Baby Care,Prepaid,1501.0,305.0,0.0,875.0,Delivered
BB524094,C115266,2025-04-07,110386.0,Household Staples,Prepaid,248.0,7.0,49.0,209.0,Delivered
BB528992,C112046,2025-05-06,110491.0,Skincare,COD,626.0,142.0,49.0,278.0,Delivered
BB516145,C112082,2025-08-21,110358.0,Baby Care,Prepaid,1140.0,151.0,0.0,706.0,Delivered
BB539996,C114152,2026-01-01,110750.0,Skincare,Prepaid,1086.0,169.0,0.0,535.0,Delivered
BB504507,C112914,2026-03-19,110295.0,Haircare,COD,737.0,119.0,0.0,370.0,Delivered
BB502903,C104431,2026-01-01,110386.0,Household Staples,COD,510.0,91.0,49.0,402.0,Delivered
BB501447,C113835,2026-01-24,110295.0,Haircare,COD,883.0,285.0,0.0,470.0,RTO
BB502564,C102860,2026-01-26,110295.0,Household Staples,Prepaid,579.0,15.0,0.0,454.0,Delivered
BB511717,C103224,2026-01-09,110386.0,Haircare,Prepaid,668.0,210.0,49.0,370.0,Delivered
BB532726,C109031,2025-07-12,110603.0,Home Cleaning,Prepaid,470.0,28.0,49.0,321.0,Delivered
BB533802,C113654,2025-11-04,110344.0,Household Staples,COD,659.0,64.0,0.0,528.0,Delivered
BB508011,C108723,2026-02-16,110442.0,Skincare,COD,591.0,45.0,0.0,247.0,Delivered
BB505708,C112032,2025-11-08,110547.0,Baby Care,COD,1210.0,89.0,0.0,756.0,Delivered
BB503836,C110674,2025-07-19,110638.0,Skincare,Prepaid,960.0,101.0,0.0,431.0,Delivered
BB539021,C103531,2025-09-09,110218.0,Haircare,COD,619.0,43.0,0.0,327.0,Delivered
BB502806,C112001,2025-06-22,110260.0,Household Staples,Prepaid,615.0,195.0,49.0,504.0,Delivered
BB522856,C100210,2025-09-08,110239.0,Home Cleaning,COD,340.0,60.0,49.0,253.0,Delivered
BB500462,C115819,2025-08-03,110834.0,Baby Care,COD,894.0,149.0,0.0,577.0,Delivered
BB523817,C101141,2025-05-03,110134.0,Baby Care,Prepaid,1279.0,82.0,0.0,674.0,Delivered
BB503418,C105593,2026-01-31,110211.0,Household Staples,COD,356.0,52.0,49.0,281.0,Delivered
BB528190,C110501,2025-08-12,110659.0,Household Staples,COD,512.0,93.0,49.0,419.0,Delivered
BB524855,C107511,2026-03-30,110680.0,Household Staples,COD,258.0,31.0,49.0,214.0,Delivered
BB524186,C113818,2026-02-06,110022.0,Home Cleaning,COD,256.0,12.0,49.0,187.0,Delivered
BB533864,C112380,2025-11-03,110162.0,Home Cleaning,Prepaid,149.0,7.0,49.0,112.0,Delivered
BB528399,C106383,2025-08-03,110295.0,Baby Care,Prepaid,871.0,19.0,0.0,473.0,Delivered
BB514379,INTERNAL_QA,2025-09-17,110393.0,Household Staples,Prepaid,0.0,23.0,49.0,0.0,Delivered
BB530974,C103234,2025-07-24,110589.0,Skincare,COD,1432.0,171.0,0.0,594.0,Delivered
BB516205,C109504,2025-05-22,110386.0,Baby Care,Prepaid,1268.0,78.0,0.0,805.0,Delivered
BB514953,C107391,2025-05-06,110379.0,Skincare,COD,390.0,19.0,49.0,178.0,Delivered
BB523098,C102230,2025-05-22,110148.0,Haircare,Prepaid,502.0,124.0,49.0,237.0,Delivered
BB514571,C107061,2025-09-02,110197.0,Haircare,Prepaid,655.0,66.0,0.0,331.0,Cancelled
BB533063,C107584,2025-07-06,110043.0,Home Cleaning,COD,276.0,39.0,49.0,205.0,RTO
BB515274,C101694,2025-07-17,110589.0,Household Staples,COD,334.0,110.0,49.0,277.0,Delivered
BB535394,C105421,2025-04-19,110666.0,Haircare,COD,945.0,18.0,0.0,545.0,Delivered
BB526151,C104861,21-01-2026,110169.0,Haircare,COD,528.0,114.0,49.0,247.0,Delivered
BB514532,C109961,2025-10-12,110169.0,Home Cleaning,COD,300.0,22.0,49.0,207.0,Delivered
BB528161,C108340,2025-05-17,110393.0,Home Cleaning,COD,702.0,57.0,0.0,549.0,Delivered
BB537577,C110756,2025-06-18,110694.0,Household Staples,COD,379.0,39.0,49.0,342.0,Delivered
BB517072,C113816,2026-03-01,110253.0,Skincare,COD,972.0,49.0,0.0,477.0,Delivered
BB520193,C100070,2025-12-09,110155.0,Skincare,Prepaid,900.0,51.0,0.0,405.0,Delivered
BB535410,C105805,2025-10-04,110260.0,Skincare,Prepaid,865.0,19.0,0.0,358.0,Delivered
BB532348,C103217,02-06-2025,110106.0,Home Cleaning,Prepaid,424.0,82.0,49.0,329.0,Delivered
BB506772,C107743,2026-01-14,110169.0,Skincare,Prepaid,546.0,28.0,0.0,215.0,Delivered
BB534740,C101493,2025-04-01,110372.0,Skincare,COD,583.0,63.0,0.0,250.0,Delivered
BB522869,C101546,2025-10-22,110743.0,Home Cleaning,COD,262.0,1.0,49.0,196.0,Delivered
BB520664,C109050,2026-01-03,110827.0,Home Cleaning,COD,423.0,80.0,49.0,296.0,Delivered
BB503362,C100248,2025-04-19,110204.0,Skincare,Prepaid,1081.0,137.0,0.0,521.0,Delivered
BB501378,C115345,2025-08-20,110631.0,Home Cleaning,COD,342.0,26.0,49.0,267.0,RTO
BB531997,C104767,2025-10-13,110316.0,Household Staples,Prepaid,739.0,22.0,0.0,611.0,Delivered
BB502371,C107496,2025-07-04,110099.0,Skincare,COD,221.0,24.0,49.0,91.0,Delivered
BB536354,C114282,2025-06-23,110148.0,Haircare,COD,540.0,80.0,49.0,259.0,Delivered
BB502739,C104819,2025-12-09,110351.0,Skincare,Prepaid,896.0,215.0,0.0,490.0,Delivered
BB536542,C102871,2025-06-26,110659.0,Household Staples,COD,391.0,21.0,49.0,327.0,Delivered
BB532215,C104139,2025-09-07,110162.0,Skincare,COD,855.0,59.0,0.0,422.0,Delivered
BB516388,C108477,2025-04-06,,Skincare,COD,738.0,47.0,0.0,374.0,Delivered
BB503153,C108109,2026-01-31,110470.0,Baby Care,Prepaid,1129.0,113.0,0.0,674.0,Delivered
BB534189,C106812,2025-04-23,110561.0,Haircare,COD,770.0,8.0,0.0,376.0,Delivered
BB505289,C110311,2025-08-08,110624.0,Home Cleaning,Prepaid,487.0,20.0,49.0,349.0,Delivered
BB534146,C114759,2025-09-20,110120.0,Skincare,Prepaid,555.0,10.0,0.0,275.0,Delivered
BB535516,C101395,20-04-2025,110834.0,Skincare,Prepaid,666.0,93.0,0.0,285.0,Delivered
BB524670,C102158,2025-12-13,110050.0,Baby Care,COD,149.0,21.0,49.0,93.0,Delivered
BB531713,C107798,2026-03-30,110533.0,Household Staples,COD,494.0,108.0,49.0,408.0,Delivered
BB513348,C106423,2026-02-09,110211.0,Household Staples,COD,680.0,46.0,0.0,523.0,Delivered
BB515692,C106377,2026-03-17,110099.0,Haircare,COD,801.0,190.0,0.0,371.0,Delivered
BB520615,C112777,2025-06-16,110134.0,Baby Care,Prepaid,847.0,154.0,0.0,489.0,Delivered
BB531265,C101700,2025-12-14,110568.0,Home Cleaning,Prepaid,333.0,28.0,49.0,252.0,Delivered
BB524992,C111106,2025-11-13,110400.0,Home Cleaning,COD,645.0,117.0,0.0,512.0,Delivered
BB523386,C103475,2025-09-26,110449.0,Home Cleaning,Prepaid,554.0,150.0,49.0,416.0,Delivered
BB519212,C103841,2025-05-23,110260.0,Skincare,Prepaid,1277.0,265.0,0.0,537.0,Delivered
BB523646,C100057,2025-07-12,110435.0,Household Staples,COD,415.0,97.0,49.0,342.0,Delivered
BB508362,C104170,2025-10-06,110239.0,Home Cleaning,Prepaid,501.0,109.0,49.0,369.0,Delivered
BB522718,C105697,2026-01-06,110106.0,Skincare,Prepaid,1105.0,358.0,0.0,483.0,Delivered
BB500938,C107025,2025-09-11,110148.0,Skincare,COD,1406.0,92.0,0.0,704.0,Delivered
BB532908,C105521,2025-08-03,110365.0,Home Cleaning,COD,791.0,20.0,0.0,569.0,Delivered
BB524272,C108319,2025-10-03,110246.0,Baby Care,COD,814.0,36.0,0.0,478.0,Delivered
BB538116,C100277,2025-09-18,110134.0,Skincare,COD,1000.0,265.0,0.0,380.0,Delivered
BB523806,C113768,2026-03-13,110295.0,Household Staples,Prepaid,539.0,97.0,49.0,460.0,Delivered
BB522911,C111088,2025-09-06,110148.0,Skincare,Prepaid,384.0,22.0,49.0,169.0,Delivered
BB525008,C101073,2025-05-11,110323.0,Haircare,COD,506.0,5.0,0.0,254.0,RTO
BB519840,C111068,2025-07-14,110708.0,Skincare,COD,1220.0,116.0,0.0,459.0,RTO
BB504381,C109328,2025-09-23,110099.0,Home Cleaning,Prepaid,220.0,2.0,49.0,147.0,Delivered
BB513081,C111129,2025-11-26,110274.0,Home Cleaning,COD,668.0,105.0,0.0,506.0,Delivered
BB532597,C110169,2025-10-27,110323.0,Home Cleaning,Prepaid,685.0,61.0,0.0,504.0,Delivered
BB514485,C110325,2025-08-21,110540.0,Home Cleaning,Prepaid,577.0,46.0,0.0,406.0,Delivered
BB531725,C102460,2026-02-22,110792.0,Home Cleaning,Prepaid,614.0,90.0,0.0,473.0,Delivered
BB509270,C102279,2025-12-14,110211.0,Home Cleaning,Prepaid,691.0,207.0,49.0,528.0,Delivered
BB525502,C101703,2026-02-17,110512.0,Household Staples,Prepaid,490.0,6.0,49.0,414.0,Delivered
BB509921,C100595,2025-08-13,110239.0,Household Staples,COD,284.0,58.0,49.0,247.0,Delivered
BB500614,C107132,2026-03-29,110533.0,Home Cleaning,COD,208.0,10.0,49.0,144.0,RTO
BB533469,C101068,2025-11-19,110428.0,Home Cleaning,Prepaid,717.0,134.0,0.0,545.0,Delivered
BB534499,C111014,2026-01-06,110029.0,Baby Care,Prepaid,831.0,43.0,0.0,495.0,Delivered
BB511006,C109687,2025-11-28,110085.0,Skincare,Prepaid,742.0,91.0,0.0,338.0,Delivered
BB523877,C113891,2025-10-17,110610.0,Haircare,COD,850.0,104.0,0.0,466.0,RTO
BB504778,C101095,2025-05-15,110792.0,Skincare,COD,1256.0,95.0,0.0,562.0,Delivered
BB518703,C102305,2025-12-05,110267.0,Skincare,COD,783.0,47.0,0.0,376.0,Delivered
BB528649,C110511,2025-08-24,110050.0,Skincare,COD,679.0,42.0,0.0,274.0,Delivered
BB533310,C103753,2025-10-21,110127.0,Haircare,COD,1064.0,51.0,0.0,482.0,Delivered
BB513101,C106878,2025-12-17,110778.0,Home Cleaning,COD,680.0,202.0,49.0,524.0,Delivered
BB529038,C105212,2025-11-27,110148.0,Baby Care,Prepaid,773.0,191.0,0.0,462.0,Delivered
BB539396,C104960,2025-05-30,110547.0,Haircare,COD,254.0,14.0,49.0,130.0,Delivered
BB517004,C102902,2025-11-06,110554.0,Home Cleaning,Prepaid,506.0,73.0,49.0,360.0,Delivered
BB520096,C102970,2026-01-21,110022.0,Skincare,Prepaid,465.0,107.0,49.0,185.0,Delivered
BB536444,C100226,2025-04-06,110645.0,Baby Care,COD,765.0,110.0,0.0,474.0,Delivered
BB526434,C109403,2025-11-29,110575.0,Home Cleaning,COD,632.0,103.0,0.0,460.0,Delivered
BB532444,C111980,2026-03-18,110687.0,Home Cleaning,COD,281.0,90.0,49.0,204.0,Delivered
BB503717,C102752,2025-12-26,110267.0,Baby Care,Prepaid,1271.0,394.0,0.0,701.0,Delivered
BB510485,C101520,2025-07-06,110757.0,Baby Care,Prepaid,1193.0,110.0,0.0,764.0,RTO
BB509012,C105163,2025-08-28,110624.0,Haircare,Prepaid,999.0,116.0,0.0,500.0,Delivered
BB509677,C101867,2026-03-22,110414.0,Baby Care,COD,1094.0,186.0,0.0,630.0,Delivered
BB534204,C110329,2026-03-12,110491.0,Baby Care,COD,1140.0,341.0,0.0,627.0,Delivered
BB505028,C105034,2025-08-01,110246.0,Skincare,COD,774.0,70.0,0.0,317.0,Delivered
BB518121,C101289,2025-06-22,110351.0,Baby Care,COD,289.0,34.0,49.0,166.0,Delivered
BB520674,C113278,2025-08-21,110260.0,Haircare,Prepaid,535.0,102.0,49.0,297.0,Delivered
BB539448,C102219,2025-07-05,110281.0,Haircare,COD,753.0,103.0,0.0,361.0,Delivered
BB531352,C114578,2025-10-05,110169.0,Household Staples,Prepaid,406.0,14.0,49.0,331.0,Delivered
BB516181,C101723,2025-12-02,110484.0,Home Cleaning,COD,485.0,42.0,49.0,333.0,RTO
BB526660,C103032,2026-01-06,110099.0,Skincare,Prepaid,906.0,142.0,0.0,438.0,Delivered
BB501921,C100002,2025-06-09,110365.0,Skincare,Prepaid,714.0,62.0,0.0,281.0,Delivered
BB517128,C113585,2025-10-04,110330.0,Skincare,COD,1111.0,157.0,0.0,485.0,Delivered
BB501458,C105345,2025-09-26,110827.0,Home Cleaning,Prepaid,828.0,175.0,0.0,600.0,Delivered
BB527726,C115544,2025-05-10,110708.0,Home Cleaning,COD,744.0,87.0,0.0,552.0,Delivered
BB539381,C102947,28-07-2025,110302.0,Household Staples,COD,149.0,12.0,49.0,123.0,Delivered
BB521544,C106817,2025-12-03,110435.0,Skincare,Prepaid,829.0,124.0,0.0,377.0,Delivered
BB501386,C106856,2025-08-10,110547.0,Haircare,COD,644.0,39.0,0.0,336.0,Delivered
BB536867,C111036,2026-01-08,110694.0,Baby Care,COD,695.0,132.0,0.0,468.0,Delivered
BB536863,C101950,2026-02-06,110120.0,Skincare,Prepaid,528.0,27.0,0.0,234.0,Delivered
BB532858,C104781,2025-05-24,110141.0,Baby Care,Prepaid,872.0,128.0,0.0,559.0,Delivered
BB539375,C102338,2025-05-02,110589.0,Skincare,COD,817.0,61.0,0.0,315.0,Delivered
BB534014,C104279,2025-12-08,110421.0,Household Staples,Prepaid,693.0,63.0,0.0,612.0,Delivered
BB523014,C113216,2025-11-11,110239.0,Skincare,Prepaid,1023.0,71.0,0.0,476.0,Delivered
BB519095,C109404,2025-12-04,110337.0,Skincare,Prepaid,313.0,9.0,49.0,142.0,Delivered
BB532753,C107002,2025-07-31,110666.0,Household Staples,COD,540.0,38.0,0.0,424.0,RTO
BB505754,C115410,2025-09-03,110246.0,Haircare,Prepaid,380.0,71.0,49.0,204.0,Cancelled
BB502384,C105222,2025-05-23,110505.0,Skincare,Prepaid,1151.0,12.0,0.0,524.0,Delivered
BB523464,C108848,2025-07-03,110239.0,Home Cleaning,Prepaid,610.0,59.0,0.0,434.0,Delivered
BB506755,C104272,2025-11-21,110477.0,Haircare,COD,1179.0,47.0,0.0,620.0,Delivered
BB532484,C115553,2026-01-06,110036.0,Home Cleaning,Prepaid,763.0,50.0,0.0,592.0,Delivered
BB538908,C108455,2025-05-10,110785.0,Household Staples,COD,608.0,137.0,49.0,503.0,Delivered
BB523475,C113190,2025-12-13,110463.0,Household Staples,Prepaid,149.0,11.0,49.0,118.0,Delivered
BB521774,C105183,2025-06-27,110092.0,Skincare,COD,836.0,101.0,0.0,371.0,Cancelled
BB537442,C105897,2025-07-11,110183.0,Baby Care,Prepaid,1319.0,93.0,0.0,804.0,Delivered
BB502931,C106227,2025-07-14,110190.0,Haircare,COD,654.0,194.0,49.0,304.0,Cancelled
BB513353,C108738,2025-11-24,110757.0,Haircare,COD,837.0,125.0,0.0,408.0,Delivered
BB519214,C106224,2025-04-27,110267.0,Household Staples,Prepaid,531.0,13.0,0.0,418.0,Delivered
BB501373,C103508,2025-04-18,110099.0,Skincare,COD,1247.0,33.0,0.0,587.0,RTO
BB517675,C100769,2025-12-14,110064.0,Baby Care,COD,988.0,166.0,0.0,584.0,Delivered
BB528417,C103727,2025-06-22,110064.0,Household Staples,Prepaid,463.0,21.0,49.0,397.0,Delivered
BB502470,C105080,2025-12-20,110246.0,Haircare,Prepaid,581.0,55.0,0.0,282.0,Delivered
BB539410,C114810,2025-04-03,110701.0,Haircare,COD,812.0,52.0,0.0,383.0,Delivered
BB519175,C110323,2025-06-30,110757.0,Skincare,Prepaid,676.0,110.0,0.0,286.0,Delivered
BB531753,C106145,2026-02-14,110729.0,Household Staples,Prepaid,755.0,109.0,0.0,609.0,Delivered
BB519753,C100200,2025-08-29,110764.0,Skincare,COD,903.0,78.0,0.0,412.0,Delivered
