order_id,order_date,customer_id,city,state,zone,pincode,category,payment_mode,courier_partner,acquisition_channel,order_status,gross_order_value,discount_amount,delivery_fee_charged,product_cost,forward_shipping_cost,rto_shipping_cost,net_order_value,net_revenue,delivery_revenue,cogs_effective,shipping_cost,payment_cost,contribution_margin,is_loss,value_band
BB506488,2025-07-06,C109031,Chennai,Tamil Nadu,Metro,110400,Baby Care,COD,ZipEx,Google Ads,Delivered,1325.0,80.0,0.0,804.0,60.0,0.0,1245.0,1245.0,0.0,804.0,60.0,25.0,356.0,False,1000+
BB519782,2026-01-01,C101148,Pune,Maharashtra,Tier2,110442,Baby Care,COD,BharatShip,Meta Ads,Delivered,877.0,16.0,0.0,531.0,82.0,0.0,861.0,861.0,0.0,531.0,82.0,25.0,223.0,False,700-999
BB521256,2025-10-12,C111784,Pune,Maharashtra,Tier2,110428,Home Cleaning,COD,SwiftLogix,Referral,Delivered,656.0,45.0,0.0,441.0,86.0,0.0,611.0,611.0,0.0,441.0,86.0,25.0,59.0,False,500-699
BB517121,2026-02-08,C115752,Bhagalpur,Bihar,Tier3,110813,Household Staples,COD,BharatShip,Meta Ads,Delivered,681.0,53.0,0.0,550.0,113.0,0.0,628.0,628.0,0.0,550.0,113.0,25.0,-60.0,True,500-699
BB521530,2026-02-11,C115975,Delhi,Delhi,Metro,110274,Home Cleaning,Prepaid,SwiftLogix,Organic,Delivered,236.0,18.0,49.0,170.0,74.0,0.0,218.0,218.0,49.0,170.0,74.0,5.34,17.66,False,Under 300
BB509574,2025-04-05,C110864,Ranchi,Jharkhand,Tier3,110708,Home Cleaning,Prepaid,BharatShip,Influencer,RTO,346.0,73.0,49.0,261.0,119.0,184.0,273.0,0.0,0.0,39.15,303.0,0.0,-342.15,True,Under 300
BB532964,2025-10-17,C102109,Ranchi,Jharkhand,Tier3,110729,Skincare,COD,BharatShip,Meta Ads,Delivered,604.0,79.0,0.0,252.0,121.0,0.0,525.0,525.0,0.0,252.0,121.0,25.0,127.0,False,500-699
BB509220,2025-08-22,C115671,Bengaluru,Karnataka,Metro,110008,Home Cleaning,Prepaid,BharatShip,Influencer,Delivered,366.0,9.0,49.0,274.0,62.0,0.0,357.0,357.0,49.0,274.0,62.0,8.12,61.88,False,300-499
BB503737,2025-11-18,C107668,Pune,Maharashtra,Tier2,110470,Household Staples,COD,ZipEx,Google Ads,Delivered,551.0,94.0,49.0,471.0,92.0,0.0,457.0,457.0,49.0,471.0,92.0,25.0,-82.0,True,300-499
BB528191,2025-07-09,C113792,Hyderabad,Telangana,Metro,110281,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,189.0,10.0,49.0,130.0,65.0,0.0,179.0,179.0,49.0,130.0,65.0,25.0,8.0,False,Under 300
BB508151,2025-05-08,C115040,Bengaluru,Karnataka,Metro,110043,Skincare,Prepaid,ZipEx,Meta Ads,Delivered,519.0,63.0,49.0,228.0,61.0,0.0,456.0,456.0,49.0,228.0,61.0,10.1,205.9,False,300-499
BB533895,2025-12-30,C100060,Jaipur,Rajasthan,Tier2,110491,Skincare,COD,ZipEx,Organic,Delivered,867.0,11.0,0.0,346.0,88.0,0.0,856.0,856.0,0.0,346.0,88.0,25.0,397.0,False,700-999
BB525568,2025-09-14,C112143,Delhi,Delhi,Metro,110211,Skincare,COD,SwiftLogix,Organic,Delivered,392.0,20.0,49.0,166.0,71.0,0.0,372.0,372.0,49.0,166.0,71.0,25.0,159.0,False,300-499
BB511981,2025-04-28,C103224,Hyderabad,Telangana,Metro,110288,Haircare,Prepaid,BharatShip,Meta Ads,Delivered,682.0,110.0,0.0,355.0,74.0,0.0,572.0,572.0,0.0,355.0,74.0,11.44,131.56,False,500-699
BB518595,2025-05-24,C110758,Hyderabad,Telangana,Metro,110337,Haircare,COD,SwiftLogix,Google Ads,Delivered,678.0,120.0,0.0,377.0,55.0,0.0,558.0,558.0,0.0,377.0,55.0,25.0,101.0,False,500-699
BB521404,2025-04-13,C109100,Lucknow,Uttar Pradesh,Tier2,110533,Home Cleaning,Prepaid,BharatShip,Google Ads,Delivered,149.0,8.0,49.0,101.0,99.0,0.0,141.0,141.0,49.0,101.0,99.0,3.8,-13.8,True,Under 300
BB529236,2025-09-16,C109476,Indore,Madhya Pradesh,Tier2,110645,Home Cleaning,COD,SwiftLogix,Meta Ads,Delivered,416.0,56.0,49.0,302.0,68.0,0.0,360.0,360.0,49.0,302.0,68.0,25.0,14.0,False,300-499
BB516871,2025-08-27,C103847,Chennai,Tamil Nadu,Metro,110400,Home Cleaning,Prepaid,SwiftLogix,Google Ads,Delivered,394.0,53.0,49.0,288.0,46.0,0.0,341.0,341.0,49.0,288.0,46.0,7.8,48.2,False,300-499
BB518175,2025-07-29,C104324,Bhagalpur,Bihar,Tier3,110841,Skincare,COD,BharatShip,Google Ads,Delivered,854.0,167.0,0.0,417.0,131.0,0.0,687.0,687.0,0.0,417.0,131.0,25.0,114.0,False,500-699
BB500503,2025-06-06,C101972,Jaipur,Rajasthan,Tier2,110491,Haircare,COD,BharatShip,Influencer,Delivered,967.0,133.0,0.0,490.0,92.0,0.0,834.0,834.0,0.0,490.0,92.0,25.0,227.0,False,700-999
BB512860,2025-06-06,C105435,Bengaluru,Karnataka,Metro,110015,Baby Care,Prepaid,SwiftLogix,Organic,Delivered,945.0,45.0,0.0,569.0,63.0,0.0,900.0,900.0,0.0,569.0,63.0,18.0,250.0,False,700-999
BB506940,2025-04-20,C113357,Delhi,Delhi,Metro,110274,Baby Care,COD,SwiftLogix,Google Ads,Delivered,430.0,49.0,49.0,272.0,58.0,0.0,381.0,381.0,49.0,272.0,58.0,25.0,75.0,False,300-499
BB513896,2025-09-24,C109384,Guwahati,Assam,Tier3,110666,Skincare,Prepaid,ZipEx,Meta Ads,Delivered,1049.0,40.0,0.0,472.0,139.0,0.0,1009.0,1009.0,0.0,472.0,139.0,20.18,377.82,False,1000+
BB529899,2025-09-27,C112136,Pune,Maharashtra,Tier2,110456,Haircare,COD,ZipEx,Google Ads,Delivered,425.0,40.0,49.0,223.0,90.0,0.0,385.0,385.0,49.0,223.0,90.0,25.0,96.0,False,300-499
BB532296,2025-08-04,C106786,Ranchi,Jharkhand,Tier3,110701,Baby Care,COD,BharatShip,Referral,Delivered,1103.0,60.0,0.0,618.0,142.0,0.0,1043.0,1043.0,0.0,618.0,142.0,25.0,258.0,False,1000+
BB524969,2025-04-22,C108200,Delhi,Delhi,Metro,110225,Baby Care,Prepaid,SwiftLogix,Influencer,Delivered,443.0,26.0,49.0,272.0,76.0,0.0,417.0,417.0,49.0,272.0,76.0,9.32,108.68,False,300-499
BB535977,2025-06-10,C111970,Chennai,Tamil Nadu,Metro,110351,Skincare,Prepaid,BharatShip,Influencer,Delivered,995.0,50.0,0.0,459.0,57.0,0.0,945.0,945.0,0.0,459.0,57.0,18.9,410.1,False,700-999
BB512704,2025-09-06,C101183,Bengaluru,Karnataka,Metro,110022,Home Cleaning,Prepaid,SwiftLogix,Influencer,Delivered,504.0,82.0,49.0,338.0,65.0,0.0,422.0,422.0,49.0,338.0,65.0,9.42,58.58,False,300-499
BB528625,2025-04-13,C111819,Kochi,Kerala,Tier2,110589,Home Cleaning,Prepaid,SwiftLogix,Influencer,Delivered,433.0,41.0,49.0,293.0,82.0,0.0,392.0,392.0,49.0,293.0,82.0,8.82,57.18,False,300-499
BB501717,2025-11-10,C105831,Indore,Madhya Pradesh,Tier2,110638,Haircare,COD,SwiftLogix,Google Ads,Delivered,807.0,212.0,0.0,428.0,90.0,0.0,595.0,595.0,0.0,428.0,90.0,25.0,52.0,False,500-699
BB530065,2026-01-06,C111257,Mumbai,Maharashtra,Metro,110113,Skincare,COD,BharatShip,Google Ads,Delivered,730.0,41.0,0.0,309.0,54.0,0.0,689.0,689.0,0.0,309.0,54.0,25.0,301.0,False,500-699
BB528456,2025-10-13,C103841,Delhi,Delhi,Metro,110218,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,475.0,7.0,49.0,403.0,48.0,0.0,468.0,468.0,49.0,403.0,48.0,25.0,41.0,False,300-499
BB531756,2026-01-02,C114356,Mumbai,Maharashtra,Metro,110113,Baby Care,Prepaid,SwiftLogix,Organic,Delivered,863.0,163.0,0.0,515.0,74.0,0.0,700.0,700.0,0.0,515.0,74.0,14.0,97.0,False,700-999
BB534036,2026-03-01,C109015,Pune,Maharashtra,Tier2,110442,Skincare,Prepaid,SwiftLogix,Google Ads,RTO,1061.0,163.0,0.0,398.0,105.0,163.0,898.0,0.0,0.0,59.699999999999996,268.0,0.0,-327.7,True,700-999
BB519921,2025-09-02,C108912,Lucknow,Uttar Pradesh,Tier2,110526,Household Staples,COD,BharatShip,Organic,Delivered,427.0,15.0,49.0,356.0,80.0,0.0,412.0,412.0,49.0,356.0,80.0,25.0,0.0,False,300-499
BB533092,2025-08-14,C107337,Siliguri,West Bengal,Tier3,110757,Skincare,COD,BharatShip,Meta Ads,Delivered,778.0,49.0,0.0,342.0,119.0,0.0,729.0,729.0,0.0,342.0,119.0,25.0,243.0,False,700-999
BB507782,2026-03-15,C104672,Indore,Madhya Pradesh,Tier2,110645,Skincare,COD,BharatShip,Meta Ads,Cancelled,948.0,69.0,0.0,436.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,0.0,0.0,False,700-999
BB530816,2025-08-19,C109185,Ranchi,Jharkhand,Tier3,110722,Home Cleaning,Prepaid,BharatShip,Meta Ads,Delivered,495.0,127.0,49.0,325.0,118.0,0.0,368.0,368.0,49.0,325.0,118.0,8.34,-34.34,True,300-499
BB509243,2026-01-08,C112246,Indore,Madhya Pradesh,Tier2,110631,Household Staples,COD,ZipEx,Influencer,Delivered,232.0,57.0,49.0,180.0,87.0,0.0,175.0,175.0,49.0,180.0,87.0,25.0,-68.0,True,Under 300
BB524061,2025-12-25,C106965,Delhi,Delhi,Metro,110260,Baby Care,COD,ZipEx,Google Ads,Delivered,814.0,93.0,0.0,530.0,60.0,0.0,721.0,721.0,0.0,530.0,60.0,25.0,106.0,False,700-999
BB505822,2026-01-10,C108980,Bengaluru,Karnataka,Metro,110092,Haircare,Prepaid,SwiftLogix,Influencer,Delivered,792.0,82.0,0.0,421.0,72.0,0.0,710.0,710.0,0.0,421.0,72.0,14.2,202.8,False,700-999
BB520734,2025-07-16,C107963,Hyderabad,Telangana,Metro,110323,Home Cleaning,Prepaid,ZipEx,Google Ads,Delivered,508.0,32.0,49.0,343.0,53.0,0.0,476.0,476.0,49.0,343.0,53.0,10.5,118.5,False,300-499
BB536091,2025-10-08,C108521,Kochi,Kerala,Tier2,110575,Household Staples,COD,ZipEx,Meta Ads,Cancelled,365.0,77.0,49.0,298.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,False,Under 300
BB515860,2026-01-28,C107045,Guwahati,Assam,Tier3,110666,Skincare,Prepaid,BharatShip,Meta Ads,Delivered,893.0,131.0,0.0,377.0,135.0,0.0,762.0,762.0,0.0,377.0,135.0,15.24,234.76,False,700-999
BB503076,2025-05-17,C112080,Siliguri,West Bengal,Tier3,110764,Skincare,Prepaid,SwiftLogix,Google Ads,Delivered,658.0,43.0,0.0,274.0,133.0,0.0,615.0,615.0,0.0,274.0,133.0,12.3,195.7,False,500-699
BB515109,2025-08-03,C101349,Delhi,Delhi,Metro,110267,Haircare,Prepaid,BharatShip,Referral,Delivered,408.0,43.0,49.0,225.0,65.0,0.0,365.0,365.0,49.0,225.0,65.0,8.28,115.72,False,300-499
BB510132,2025-05-28,C114941,Delhi,Delhi,Metro,110253,Baby Care,Prepaid,SwiftLogix,Referral,Delivered,553.0,138.0,49.0,327.0,77.0,0.0,415.0,415.0,49.0,327.0,77.0,9.28,50.72,False,300-499
BB512245,2025-05-04,C107748,Delhi,Delhi,Metro,110267,Skincare,Prepaid,SwiftLogix,Google Ads,Delivered,813.0,31.0,0.0,398.0,68.0,0.0,782.0,782.0,0.0,398.0,68.0,15.64,300.36,False,700-999
BB509205,2025-05-31,C102878,Guwahati,Assam,Tier3,110694,Household Staples,COD,SwiftLogix,Influencer,Delivered,457.0,20.0,49.0,392.0,115.0,0.0,437.0,437.0,49.0,392.0,115.0,25.0,-46.0,True,300-499
BB529943,2025-06-07,C100998,Delhi,Delhi,Metro,110211,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,616.0,170.0,49.0,287.0,63.0,0.0,446.0,446.0,49.0,287.0,63.0,9.9,135.1,False,300-499
BB522442,2025-08-25,C106629,Bhagalpur,Bihar,Tier3,110820,Baby Care,COD,SwiftLogix,Google Ads,Delivered,1064.0,17.0,0.0,631.0,132.0,0.0,1047.0,1047.0,0.0,631.0,132.0,25.0,259.0,False,1000+
BB528292,2026-02-06,C100639,Bhagalpur,Bihar,Tier3,110813,Haircare,Prepaid,BharatShip,Google Ads,Delivered,1245.0,104.0,0.0,694.0,116.0,0.0,1141.0,1141.0,0.0,694.0,116.0,22.82,308.18,False,1000+
BB531338,2025-05-28,C105808,Mumbai,Maharashtra,Metro,110127,Skincare,Prepaid,SwiftLogix,Influencer,Delivered,607.0,65.0,0.0,308.0,55.0,0.0,542.0,542.0,0.0,308.0,55.0,10.84,168.16,False,500-699
BB531716,2025-08-02,C107839,Delhi,Delhi,Metro,110197,Household Staples,Prepaid,BharatShip,Meta Ads,Delivered,471.0,139.0,49.0,382.0,70.0,0.0,332.0,332.0,49.0,382.0,70.0,7.62,-78.62,True,300-499
BB503372,2025-10-12,C101382,Bengaluru,Karnataka,Metro,110071,Skincare,COD,ZipEx,Meta Ads,Delivered,791.0,184.0,0.0,358.0,66.0,0.0,607.0,607.0,0.0,358.0,66.0,25.0,158.0,False,500-699
BB509302,2025-10-21,C106916,Bengaluru,Karnataka,Metro,110036,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,473.0,74.0,49.0,400.0,75.0,0.0,399.0,399.0,49.0,400.0,75.0,25.0,-52.0,True,300-499
BB529837,2025-08-09,C114004,Bengaluru,Karnataka,Metro,110078,Skincare,Prepaid,ZipEx,Referral,Delivered,952.0,51.0,0.0,439.0,78.0,0.0,901.0,901.0,0.0,439.0,78.0,18.02,365.98,False,700-999
BB536295,2025-07-29,C102845,Bengaluru,Karnataka,Metro,110001,Home Cleaning,Prepaid,SwiftLogix,Google Ads,Delivered,482.0,129.0,49.0,363.0,70.0,0.0,353.0,353.0,49.0,363.0,70.0,8.04,-39.04,True,300-499
BB523651,2025-07-22,C100492,Kochi,Kerala,Tier2,110589,Skincare,COD,ZipEx,Influencer,Delivered,358.0,57.0,49.0,174.0,90.0,0.0,301.0,301.0,49.0,174.0,90.0,25.0,61.0,False,300-499
BB517093,2025-06-27,C103148,Indore,Madhya Pradesh,Tier2,110631,Baby Care,Prepaid,ZipEx,Organic,Delivered,499.0,48.0,49.0,292.0,96.0,0.0,451.0,451.0,49.0,292.0,96.0,10.0,102.0,False,300-499
BB501937,2025-04-14,C104876,Ranchi,Jharkhand,Tier3,110715,Haircare,COD,BharatShip,Influencer,Delivered,545.0,62.0,49.0,271.0,113.0,0.0,483.0,483.0,49.0,271.0,113.0,25.0,123.0,False,300-499
BB539446,2025-07-16,C111077,Mumbai,Maharashtra,Metro,110099,Home Cleaning,Prepaid,SwiftLogix,Meta Ads,Delivered,883.0,293.0,0.0,704.0,59.0,0.0,590.0,590.0,0.0,704.0,59.0,11.8,-184.8,True,500-699
BB510160,2025-12-28,C102603,Bengaluru,Karnataka,Metro,110015,Haircare,COD,BharatShip,Google Ads,Delivered,736.0,98.0,0.0,419.0,64.0,0.0,638.0,638.0,0.0,419.0,64.0,25.0,130.0,False,500-699
BB507372,2025-11-19,C110755,Bengaluru,Karnataka,Metro,110071,Baby Care,COD,ZipEx,Influencer,Delivered,923.0,193.0,0.0,475.0,48.0,0.0,730.0,730.0,0.0,475.0,48.0,25.0,182.0,False,700-999
BB523087,2026-01-04,C110527,Bengaluru,Karnataka,Metro,110015,Household Staples,COD,BharatShip,Influencer,Delivered,290.0,29.0,49.0,235.0,60.0,0.0,261.0,261.0,49.0,235.0,60.0,25.0,-10.0,True,Under 300
BB525778,2025-10-09,C111404,Hyderabad,Telangana,Metro,110295,Haircare,Prepaid,ZipEx,Google Ads,Delivered,297.0,32.0,49.0,166.0,52.0,0.0,265.0,265.0,49.0,166.0,52.0,6.28,89.72,False,Under 300
BB500806,2025-10-08,C100226,Bengaluru,Karnataka,Metro,110008,Home Cleaning,Prepaid,SwiftLogix,Referral,Delivered,585.0,27.0,0.0,440.0,69.0,0.0,558.0,558.0,0.0,440.0,69.0,11.16,37.84,False,500-699
BB502623,2025-12-27,C114129,Bengaluru,Karnataka,Metro,110092,Haircare,COD,SwiftLogix,Google Ads,Delivered,624.0,61.0,0.0,314.0,51.0,0.0,563.0,563.0,0.0,314.0,51.0,25.0,173.0,False,500-699
BB516231,2025-08-22,C107894,Chennai,Tamil Nadu,Metro,110358,Baby Care,Prepaid,SwiftLogix,Organic,Delivered,804.0,73.0,0.0,528.0,62.0,0.0,731.0,731.0,0.0,528.0,62.0,14.62,126.38,False,700-999
BB514719,2025-09-09,C113992,Bengaluru,Karnataka,Metro,110022,Home Cleaning,Prepaid,BharatShip,Meta Ads,Delivered,440.0,103.0,49.0,353.0,56.0,0.0,337.0,337.0,49.0,353.0,56.0,7.72,-30.72,True,300-499
BB505735,2025-11-11,C106153,Hyderabad,Telangana,Metro,110281,Skincare,Prepaid,BharatShip,Meta Ads,Delivered,1095.0,212.0,0.0,476.0,69.0,0.0,883.0,883.0,0.0,476.0,69.0,17.66,320.34,False,700-999
BB507124,2025-12-25,C100824,Mumbai,Maharashtra,Metro,110134,Skincare,COD,SwiftLogix,Referral,Delivered,960.0,44.0,0.0,410.0,69.0,0.0,916.0,916.0,0.0,410.0,69.0,25.0,412.0,False,700-999
BB516862,2025-11-22,C114012,Mumbai,Maharashtra,Metro,110148,Baby Care,Prepaid,SwiftLogix,Meta Ads,Delivered,704.0,202.0,0.0,422.0,62.0,0.0,502.0,502.0,0.0,422.0,62.0,10.04,7.96,False,500-699
BB518230,2026-03-22,C110223,Pune,Maharashtra,Tier2,110456,Baby Care,Prepaid,SwiftLogix,Influencer,Delivered,617.0,86.0,0.0,408.0,71.0,0.0,531.0,531.0,0.0,408.0,71.0,10.62,41.38,False,500-699
BB508417,2025-12-27,C107340,Delhi,Delhi,Metro,110197,Skincare,COD,SwiftLogix,Influencer,Delivered,382.0,50.0,49.0,181.0,45.0,0.0,332.0,332.0,49.0,181.0,45.0,25.0,130.0,False,300-499
BB527194,2025-08-27,C102369,Chennai,Tamil Nadu,Metro,110372,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,607.0,166.0,49.0,320.0,56.0,0.0,441.0,441.0,49.0,320.0,56.0,9.8,104.2,False,300-499
BB533757,2026-03-23,C114934,Delhi,Delhi,Metro,110204,Baby Care,COD,BharatShip,Organic,Delivered,758.0,27.0,0.0,512.0,69.0,0.0,731.0,731.0,0.0,512.0,69.0,25.0,125.0,False,700-999
BB527775,2025-07-14,C112477,Mumbai,Maharashtra,Metro,110155,Baby Care,Prepaid,SwiftLogix,Meta Ads,Delivered,1037.0,158.0,0.0,685.0,61.0,0.0,879.0,879.0,0.0,685.0,61.0,17.58,115.42,False,700-999
BB512577,2025-09-08,C102155,Pune,Maharashtra,Tier2,110442,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,418.0,72.0,49.0,319.0,82.0,0.0,346.0,346.0,49.0,319.0,82.0,25.0,-31.0,True,300-499
BB528603,2025-06-22,C107427,Delhi,Delhi,Metro,110246,Household Staples,COD,ZipEx,Meta Ads,Delivered,364.0,46.0,49.0,289.0,67.0,0.0,318.0,318.0,49.0,289.0,67.0,25.0,-14.0,True,300-499
BB500966,2025-05-07,C113163,Bengaluru,Karnataka,Metro,110029,Home Cleaning,COD,ZipEx,Influencer,Delivered,575.0,94.0,49.0,414.0,73.0,0.0,481.0,481.0,49.0,414.0,73.0,25.0,18.0,False,300-499
BB520031,2025-10-19,C112644,Lucknow,Uttar Pradesh,Tier2,110526,Baby Care,Prepaid,SwiftLogix,Referral,Delivered,1721.0,187.0,0.0,1040.0,73.0,0.0,1534.0,1534.0,0.0,1040.0,73.0,30.68,390.32,False,1000+
BB511104,2025-05-25,C103852,Bengaluru,Karnataka,Metro,110029,Haircare,Prepaid,ZipEx,Meta Ads,Delivered,470.0,29.0,49.0,221.0,57.0,0.0,441.0,441.0,49.0,221.0,57.0,9.8,202.2,False,300-499
BB515746,2025-06-25,C104371,Mumbai,Maharashtra,Metro,110113,Skincare,COD,SwiftLogix,Influencer,Delivered,800.0,31.0,0.0,359.0,69.0,0.0,769.0,769.0,0.0,359.0,69.0,25.0,316.0,False,700-999
BB522647,2025-07-14,C103621,Pune,Maharashtra,Tier2,110456,Haircare,Prepaid,ZipEx,Influencer,RTO,910.0,107.0,0.0,447.0,91.0,141.0,803.0,0.0,0.0,67.05,232.0,0.0,-299.05,True,700-999
BB516225,2025-11-20,C101585,Hyderabad,Telangana,Metro,110281,Household Staples,Prepaid,ZipEx,Influencer,Delivered,583.0,83.0,0.0,457.0,60.0,0.0,500.0,500.0,0.0,457.0,60.0,10.0,-27.0,True,500-699
BB523696,2025-08-28,C104498,Mumbai,Maharashtra,Metro,110162,Haircare,COD,ZipEx,Organic,RTO,149.0,23.0,49.0,83.0,55.0,85.0,126.0,0.0,0.0,12.45,140.0,0.0,-152.45,True,Under 300
BB532557,2026-01-02,C101697,Bengaluru,Karnataka,Metro,110008,Household Staples,COD,SwiftLogix,Meta Ads,Delivered,328.0,24.0,49.0,280.0,66.0,0.0,304.0,304.0,49.0,280.0,66.0,25.0,-18.0,True,300-499
BB508308,2026-01-28,C107018,Ranchi,Jharkhand,Tier3,110722,Haircare,Prepaid,BharatShip,Google Ads,Delivered,476.0,35.0,49.0,244.0,125.0,0.0,441.0,441.0,49.0,244.0,125.0,9.8,111.2,False,300-499
BB507279,2026-01-20,C105297,Delhi,Delhi,Metro,110211,Haircare,COD,SwiftLogix,Influencer,RTO,505.0,95.0,49.0,268.0,60.0,93.0,410.0,0.0,0.0,40.199999999999996,153.0,0.0,-193.2,True,300-499
BB536733,2025-06-02,C108939,Pune,Maharashtra,Tier2,110470,Haircare,COD,SwiftLogix,Referral,Delivered,528.0,85.0,49.0,237.0,83.0,0.0,443.0,443.0,49.0,237.0,83.0,25.0,147.0,False,300-499
BB539930,2025-08-20,C103531,Lucknow,Uttar Pradesh,Tier2,110547,Skincare,COD,SwiftLogix,Google Ads,RTO,1423.0,259.0,0.0,729.0,77.0,119.0,1164.0,0.0,0.0,109.35,196.0,0.0,-305.35,True,1000+
BB535981,2025-09-29,C115794,Mumbai,Maharashtra,Metro,110176,Home Cleaning,Prepaid,SwiftLogix,Referral,Delivered,639.0,165.0,49.0,455.0,64.0,0.0,474.0,474.0,49.0,455.0,64.0,10.46,-6.46,True,300-499
BB521271,2026-02-21,C102968,Mumbai,Maharashtra,Metro,110134,Haircare,Prepaid,SwiftLogix,Meta Ads,Delivered,839.0,270.0,0.0,407.0,77.0,0.0,569.0,569.0,0.0,407.0,77.0,11.38,73.62,False,500-699
BB532830,2025-10-19,C102188,Gorakhpur,Uttar Pradesh,Tier3,110785,Skincare,COD,ZipEx,Google Ads,Delivered,893.0,14.0,0.0,441.0,127.0,0.0,879.0,879.0,0.0,441.0,127.0,25.0,286.0,False,700-999
BB522025,2025-10-13,C111696,Mumbai,Maharashtra,Metro,110190,Baby Care,Prepaid,SwiftLogix,Meta Ads,RTO,1192.0,80.0,0.0,729.0,52.0,81.0,1112.0,0.0,0.0,109.35,133.0,0.0,-242.35,True,1000+
BB522302,2025-11-08,C103506,Pune,Maharashtra,Tier2,110463,Skincare,COD,ZipEx,Google Ads,Delivered,1160.0,147.0,0.0,566.0,90.0,0.0,1013.0,1013.0,0.0,566.0,90.0,25.0,332.0,False,1000+
BB503586,2025-07-13,C100862,Bhagalpur,Bihar,Tier3,110834,Baby Care,Prepaid,BharatShip,Organic,Delivered,179.0,56.0,49.0,113.0,114.0,0.0,123.0,123.0,49.0,113.0,114.0,3.44,-58.44,True,Under 300
BB507519,2026-03-13,C109087,Bhagalpur,Bihar,Tier3,110820,Home Cleaning,COD,BharatShip,Meta Ads,Delivered,503.0,38.0,49.0,369.0,97.0,0.0,465.0,465.0,49.0,369.0,97.0,25.0,23.0,False,300-499
BB514822,2025-11-07,C106080,Mumbai,Maharashtra,Metro,110148,Haircare,Prepaid,ZipEx,Influencer,Delivered,879.0,94.0,0.0,458.0,55.0,0.0,785.0,785.0,0.0,458.0,55.0,15.7,256.3,False,700-999
BB509948,2025-10-31,C108340,Pune,Maharashtra,Tier2,110435,Home Cleaning,COD,BharatShip,Meta Ads,Delivered,653.0,66.0,0.0,503.0,65.0,0.0,587.0,587.0,0.0,503.0,65.0,25.0,-6.0,True,500-699
BB530412,2025-05-10,C111881,Indore,Madhya Pradesh,Tier2,110652,Skincare,COD,BharatShip,Meta Ads,Delivered,720.0,97.0,0.0,305.0,83.0,0.0,623.0,623.0,0.0,305.0,83.0,25.0,210.0,False,500-699
BB532492,2026-02-20,C106217,Mumbai,Maharashtra,Metro,110106,Household Staples,COD,ZipEx,Meta Ads,RTO,531.0,102.0,49.0,440.0,61.0,95.0,429.0,0.0,0.0,66.0,156.0,0.0,-222.0,True,300-499
BB523022,2026-03-04,C105242,Delhi,Delhi,Metro,110197,Household Staples,COD,ZipEx,Meta Ads,Delivered,435.0,53.0,49.0,375.0,67.0,0.0,382.0,382.0,49.0,375.0,67.0,25.0,-36.0,True,300-499
BB531020,2025-10-01,C110735,Ranchi,Jharkhand,Tier3,110708,Baby Care,Prepaid,BharatShip,Meta Ads,Delivered,896.0,80.0,0.0,614.0,132.0,0.0,816.0,816.0,0.0,614.0,132.0,16.32,53.68,False,700-999
BB529395,2025-06-18,C115738,Kochi,Kerala,Tier2,110603,Skincare,COD,BharatShip,Meta Ads,Delivered,746.0,118.0,0.0,301.0,83.0,0.0,628.0,628.0,0.0,301.0,83.0,25.0,219.0,False,500-699
BB508203,2025-05-21,C114958,Bengaluru,Karnataka,Metro,110085,Haircare,Prepaid,SwiftLogix,Organic,Delivered,149.0,15.0,49.0,75.0,79.0,0.0,134.0,134.0,49.0,75.0,79.0,3.66,25.34,False,Under 300
BB522938,2025-06-24,C113157,Gorakhpur,Uttar Pradesh,Tier3,110799,Skincare,COD,BharatShip,Organic,RTO,568.0,153.0,49.0,253.0,127.0,197.0,415.0,0.0,0.0,37.949999999999996,324.0,0.0,-361.95,True,300-499
BB527386,2025-12-14,C113794,Siliguri,West Bengal,Tier3,110743,Haircare,COD,BharatShip,Google Ads,Delivered,722.0,76.0,0.0,414.0,134.0,0.0,646.0,646.0,0.0,414.0,134.0,25.0,73.0,False,500-699
BB533548,2025-05-26,C106407,Bhagalpur,Bihar,Tier3,110820,Household Staples,COD,BharatShip,Influencer,RTO,551.0,47.0,0.0,468.0,84.0,130.0,504.0,0.0,0.0,70.2,214.0,0.0,-284.2,True,500-699
BB524279,2025-12-19,C111631,Hyderabad,Telangana,Metro,110316,Baby Care,COD,SwiftLogix,Google Ads,Delivered,149.0,67.0,49.0,86.0,53.0,0.0,82.0,82.0,49.0,86.0,53.0,25.0,-33.0,True,Under 300
BB519658,2025-12-08,C106477,Bengaluru,Karnataka,Metro,110092,Haircare,COD,SwiftLogix,Meta Ads,RTO,438.0,76.0,49.0,230.0,63.0,98.0,362.0,0.0,0.0,34.5,161.0,0.0,-195.5,True,300-499
BB532668,2026-02-12,C105370,Mumbai,Maharashtra,Metro,110176,Skincare,COD,SwiftLogix,Google Ads,Delivered,763.0,76.0,0.0,340.0,80.0,0.0,687.0,687.0,0.0,340.0,80.0,25.0,242.0,False,500-699
